age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,poutcome,y
25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,unknown,1
36,blue-collar,married,unknown,no,-389,yes,no,unknown,14,may,76,9,unknown,0
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,failure,1
29,blue-collar,married,secondary,no,314,yes,yes,cellular,17,apr,357,1,unknown,0
51,blue-collar,divorced,primary,no,-380,yes,no,unknown,26,may,181,1,unknown,0
35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,162,3,failure,0
35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,failure,1
38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,unknown,1
43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,unknown,1
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,unknown,1
47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,unknown,1
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,unknown,1
49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,1,unknown,0
32,technician,married,tertiary,no,1352,no,no,cellular,20,nov,221,3,unknown,0
25,unemployed,married,secondary,no,1404,yes,no,cellular,2,nov,85,2,unknown,0
34,technician,single,tertiary,no,332,no,no,cellular,18,aug,75,7,unknown,0
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,unknown,1
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,unknown,0
41,technician,married,secondary,no,10438,yes,no,telephone,15,jul,141,4,unknown,0
29,technician,married,secondary,no,273,no,no,cellular,4,feb,2775,2,unknown,1
64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,unknown,1
38,unemployed,married,tertiary,no,2012,no,no,cellular,7,apr,355,3,unknown,0
52,management,married,tertiary,no,732,no,no,telephone,4,feb,48,1,unknown,0
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,success,1
37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,unknown,1
33,unemployed,married,primary,no,574,yes,no,cellular,20,apr,334,2,unknown,0
43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,unknown,0
34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,2,unknown,1
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,other,1
39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,unknown,1
54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,unknown,0
27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,unknown,0
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,other,1
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,success,1
37,entrepreneur,married,tertiary,no,555,no,no,cellular,7,jul,104,2,unknown,0
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,failure,1
52,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,unknown,1
47,entrepreneur,married,secondary,no,583,yes,no,cellular,2,feb,495,1,failure,0
35,admin.,single,secondary,no,289,yes,no,cellular,28,jul,48,10,unknown,0
60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,unknown,1
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,success,1
52,management,married,unknown,no,2240,yes,no,unknown,13,may,845,1,unknown,1
34,technician,married,tertiary,no,3160,yes,no,cellular,13,aug,726,1,unknown,0
42,blue-collar,married,secondary,yes,-204,yes,no,cellular,11,may,34,1,failure,0
53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,unknown,0
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,unknown,1
58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,unknown,1
46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116,2,failure,0
38,technician,single,secondary,no,275,yes,no,cellular,28,jan,52,1,unknown,0
34,management,married,secondary,no,5127,no,yes,cellular,10,jul,559,2,unknown,0
42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,other,0
51,blue-collar,married,unknown,no,226,yes,no,unknown,4,jun,17,13,unknown,0
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,unknown,1
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,unknown,0
31,blue-collar,single,secondary,no,1,no,yes,cellular,7,jul,174,1,unknown,0
30,blue-collar,married,secondary,no,554,yes,no,cellular,29,jan,100,1,unknown,0
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,unknown,1
44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,unknown,0
28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,1,unknown,1
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,failure,1
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,unknown,1
41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,unknown,1
37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,other,1
34,services,married,secondary,no,0,yes,no,unknown,20,may,79,1,unknown,0
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,success,1
45,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244,3,unknown,0
57,retired,married,secondary,no,427,no,no,cellular,29,jan,246,1,unknown,0
31,blue-collar,married,secondary,no,3176,yes,no,unknown,21,may,220,1,unknown,0
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,success,1
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,unknown,1
48,blue-collar,married,primary,no,750,yes,no,cellular,18,may,90,6,unknown,0
28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,unknown,1
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,unknown,0
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,unknown,1
29,blue-collar,married,primary,no,0,yes,no,unknown,13,may,53,1,unknown,0
33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,unknown,0
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,unknown,1
60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,unknown,0
78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,success,1
25,technician,single,tertiary,no,1693,no,no,cellular,5,jun,96,2,unknown,0
39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151,5,unknown,0
33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,unknown,1
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,success,1
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,failure,1
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,success,1
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,success,1
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,failure,1
26,management,single,tertiary,no,1004,yes,no,unknown,30,may,228,2,unknown,1
45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,unknown,1
35,blue-collar,single,secondary,no,1688,yes,no,telephone,7,jul,41,4,unknown,0
54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,success,1
25,management,single,tertiary,no,667,no,no,cellular,29,oct,408,2,unknown,0
33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,1,unknown,1
46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,unknown,1
30,blue-collar,married,primary,no,-199,yes,yes,telephone,17,jul,207,10,unknown,0
54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,unknown,1
35,blue-collar,married,secondary,no,0,yes,yes,cellular,21,nov,113,1,unknown,0
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,unknown,1
56,housemaid,single,primary,no,801,no,no,cellular,6,aug,931,4,unknown,0
25,technician,single,secondary,no,2704,yes,no,unknown,6,jun,63,3,unknown,0
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,other,1
55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,unknown,1
31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,unknown,0
31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,other,1
39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,unknown,1
28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,unknown,0
28,technician,single,unknown,no,0,yes,no,cellular,27,oct,96,1,failure,1
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,unknown,1
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,unknown,1
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,success,1
39,blue-collar,single,secondary,no,523,yes,no,cellular,14,may,306,1,unknown,0
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,success,1
45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,1,unknown,1
32,technician,single,secondary,no,1179,no,no,telephone,29,aug,116,2,unknown,0
35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,failure,1
55,management,divorced,tertiary,no,277,no,no,cellular,12,aug,101,3,unknown,0
37,technician,married,secondary,no,135,yes,no,cellular,12,may,268,3,unknown,0
58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,unknown,0
36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,123,3,success,0
49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,failure,1
35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,1,unknown,1
22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,unknown,1
58,housemaid,married,tertiary,no,1280,no,yes,unknown,9,jun,112,1,unknown,0
30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,unknown,1
30,technician,single,tertiary,no,2325,no,no,cellular,10,nov,134,1,success,0
72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,success,1
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,failure,1
36,housemaid,married,primary,no,531,no,no,cellular,28,apr,151,3,unknown,0
34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,unknown,0
28,services,single,secondary,no,0,no,no,cellular,2,feb,188,1,other,0
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,success,1
47,admin.,married,primary,no,192,yes,no,unknown,7,may,47,1,unknown,0
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,unknown,0
46,self-employed,married,tertiary,no,2303,yes,no,unknown,7,may,241,1,unknown,0
54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,unknown,1
41,unemployed,single,tertiary,no,7968,no,no,cellular,2,sep,404,1,success,1
33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,3,other,0
44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,other,1
38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,failure,1
54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,unknown,0
54,management,single,tertiary,no,2081,no,no,cellular,15,jun,147,1,unknown,0
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,unknown,1
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,unknown,1
51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,2,unknown,1
52,blue-collar,married,primary,no,2977,no,no,cellular,18,aug,286,5,unknown,0
27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,342,10,unknown,0
51,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,unknown,1
41,technician,married,secondary,no,1278,no,no,unknown,19,jun,532,1,unknown,0
60,entrepreneur,married,unknown,yes,-284,yes,yes,cellular,4,aug,67,8,unknown,0
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,unknown,1
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,467,1,unknown,1
66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,2,success,1
32,admin.,married,secondary,no,0,no,no,cellular,16,jul,141,7,unknown,0
40,management,married,secondary,no,9047,yes,no,cellular,21,nov,527,1,other,0
59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,unknown,0
43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,unknown,0
32,admin.,single,secondary,no,-32,no,no,cellular,29,jan,320,1,other,0
39,admin.,married,tertiary,no,1022,yes,yes,cellular,28,jan,123,2,unknown,0
39,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,121,4,unknown,0
60,housemaid,married,secondary,no,1211,no,no,telephone,18,aug,268,2,unknown,0
28,technician,single,secondary,no,922,yes,no,cellular,7,apr,304,1,unknown,0
25,admin.,married,unknown,no,349,yes,no,cellular,22,jul,1037,8,unknown,1
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,success,1
30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,unknown,1
30,services,married,secondary,no,683,yes,no,cellular,15,may,66,1,unknown,0
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,unknown,1
35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,unknown,1
41,entrepreneur,married,primary,no,759,yes,no,unknown,4,jun,79,10,unknown,0
38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,success,1
28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,unknown,1
42,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148,1,unknown,1
39,services,married,secondary,no,1367,yes,no,unknown,9,jun,53,4,unknown,0
37,blue-collar,married,primary,no,8135,yes,no,cellular,20,nov,358,1,failure,0
45,management,single,tertiary,no,1395,no,no,cellular,5,aug,67,1,unknown,0
57,management,divorced,unknown,no,854,no,no,cellular,6,oct,480,1,success,1
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,unknown,1
46,admin.,single,secondary,no,751,yes,no,unknown,13,may,104,2,unknown,0
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,success,1
58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,unknown,1
62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,unknown,1
50,blue-collar,single,secondary,no,708,yes,no,unknown,15,may,104,1,unknown,0
52,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,3,unknown,1
36,services,divorced,secondary,no,543,yes,no,cellular,17,apr,101,1,failure,0
47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,unknown,1
58,retired,married,secondary,no,13189,no,yes,cellular,6,aug,181,2,unknown,0
33,management,married,tertiary,no,1109,no,no,cellular,22,aug,306,2,unknown,0
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,unknown,1
48,technician,divorced,secondary,no,1290,no,no,unknown,16,jun,58,1,unknown,0
55,management,single,secondary,no,1507,yes,no,cellular,30,jul,114,3,unknown,0
35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,unknown,1
59,admin.,married,secondary,no,106,no,no,cellular,22,may,186,1,unknown,1
36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,unknown,1
43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,unknown,1
25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,unknown,0
26,student,single,secondary,no,85,yes,no,unknown,8,may,278,2,unknown,0
30,technician,married,secondary,no,1534,yes,yes,unknown,15,may,243,1,unknown,0
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,unknown,1
56,management,married,tertiary,no,67,no,yes,cellular,29,aug,88,2,unknown,0
53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,unknown,1
48,admin.,married,secondary,no,844,no,no,cellular,28,aug,12,21,unknown,0
55,technician,divorced,secondary,no,217,yes,yes,cellular,26,may,176,1,unknown,0
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,unknown,1
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,success,1
29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,unknown,1
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,3,failure,1
38,technician,single,tertiary,no,1077,yes,yes,cellular,29,jan,87,1,unknown,0
29,services,single,secondary,no,197,yes,no,cellular,5,may,19,2,unknown,0
32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,other,1
52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,unknown,1
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,other,1
29,blue-collar,married,secondary,no,457,yes,no,cellular,20,apr,72,3,other,0
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,failure,1
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,unknown,1
33,admin.,married,tertiary,no,281,yes,no,cellular,6,may,257,1,failure,0
30,student,single,tertiary,no,2766,no,no,cellular,21,nov,834,1,unknown,1
27,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,5,unknown,1
35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,failure,0
30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,success,1
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,failure,1
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,other,1
28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,unknown,1
38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,unknown,0
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,unknown,1
37,admin.,single,secondary,no,-332,yes,no,unknown,23,may,284,2,unknown,0
38,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,402,1,unknown,0
35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,success,1
30,services,married,secondary,no,2,no,yes,unknown,23,may,50,3,unknown,0
28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,unknown,1
54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,39,1,unknown,0
43,technician,married,secondary,no,310,yes,no,unknown,29,may,291,1,unknown,0
60,retired,married,secondary,no,6132,no,no,cellular,4,feb,266,2,unknown,0
37,services,single,secondary,no,50,no,no,cellular,19,nov,244,1,other,0
26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,success,1
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,unknown,1
